"074324768X";"What Smart Girls Know About the SAT: How to Beat the Gender Bias";"Cynthia Johnson";"2003";"Kaplan";"http://images.amazon.com/images/P/074324768X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/074324768X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/074324768X.01.LZZZZZZZ.jpg"
"0764224808";"Cross My Heart (Hidden Diary)";"Sandra Byrd";"2001";"Bethany House Publishers";"http://images.amazon.com/images/P/0764224808.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0764224808.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0764224808.01.LZZZZZZZ.jpg"
"1400303214";"Stranger Online (Todaysgirlsonly, 1)";"Terry Brown";"2003";"Tommy Nelson";"http://images.amazon.com/images/P/1400303214.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1400303214.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1400303214.01.LZZZZZZZ.jpg"
"1400303222";"Portrait Of Lies (Todaysgirlsonly, 2)";"Terry K. Brown";"2003";"Tommy Nelson";"http://images.amazon.com/images/P/1400303222.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1400303222.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1400303222.01.LZZZZZZZ.jpg"
"1400303230";"Tangled Web (Todaysgirlsonly, 3)";"Terry Brown";"2003";"Tommy Nelson";"http://images.amazon.com/images/P/1400303230.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1400303230.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1400303230.01.LZZZZZZZ.jpg"
"1400303249";"R U 4 Real (Todaysgirlsonly, 4)";"Terry Brown";"2003";"Tommy Nelson";"http://images.amazon.com/images/P/1400303249.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1400303249.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1400303249.01.LZZZZZZZ.jpg"
"1414048688";"Professor Terwilliger and Tim Neptune I";"Cal Patterson";"2004";"1stBooks Library";"http://images.amazon.com/images/P/1414048688.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1414048688.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1414048688.01.LZZZZZZZ.jpg"
"1562477900";"Amelia Hits the Road (Amelia)";"Marissa Moss";"1999";"Pleasant Company Publications";"http://images.amazon.com/images/P/1562477900.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1562477900.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1562477900.01.LZZZZZZZ.jpg"
"1578567475";"Hyperlinkz Book 1 : Digital Disaster (Hyperlinkz)";"ROBERT ELMER";"2004";"WaterBrook Press";"http://images.amazon.com/images/P/1578567475.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1578567475.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1578567475.01.LZZZZZZZ.jpg"
"1584853301";"Oh Boy, Amelia (Amelia)";"Marissa Moss";"2001";"Pleasant Company Publications";"http://images.amazon.com/images/P/1584853301.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1584853301.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1584853301.01.LZZZZZZZ.jpg"
"1584855096";"Amelia's School Survival Guide (Amelia)";"Marissa Moss";"2002";"Pleasant Company Publications";"http://images.amazon.com/images/P/1584855096.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1584855096.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1584855096.01.LZZZZZZZ.jpg"
"1584855282";"The Feelings Book: The Care &amp; Keeping of Your Emotions (American Girl (Paperback Unnumbered))";"Norm Bendell";"2002";"Pleasant Company Publications";"http://images.amazon.com/images/P/1584855282.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1584855282.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1584855282.01.LZZZZZZZ.jpg"
"1584857129";"Amelia's Best Year Ever: Favorite Amelia Stories from American Girl Magazine (Amelia)";"Marissa Moss";"2003";"American Girl";"http://images.amazon.com/images/P/1584857129.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1584857129.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1584857129.01.LZZZZZZZ.jpg"
"1584857447";"True Stories: Girls' Inspiring Stories of Courage and Heart (American Girl Library (Middleton, Wis.).)";"Trula Magruder";"2003";"American Girl";"http://images.amazon.com/images/P/1584857447.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1584857447.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1584857447.01.LZZZZZZZ.jpg"
"1893699056";"Mayhem on Mackinac Island (Michigan Chillers, 1)";"Johnathan Rand";"2000";"Audio Craft Press";"http://images.amazon.com/images/P/1893699056.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1893699056.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1893699056.01.LZZZZZZZ.jpg"
"1893699218";"Ogres of Ohio (American Chillers)";"Johnathan Rand";"2002";"Audio Craft Press";"http://images.amazon.com/images/P/1893699218.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1893699218.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1893699218.01.LZZZZZZZ.jpg"
"1893699226";"Florida Fog Phantoms (American Chillers)";"Jonathan Rand";"2002";"Audio Craft Press";"http://images.amazon.com/images/P/1893699226.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1893699226.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1893699226.01.LZZZZZZZ.jpg"
"189369948X";"Iron Insects Invade Indiana (American Chillers)";"Johnathan Rand";"2003";"Audio Craft Press";"http://images.amazon.com/images/P/189369948X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/189369948X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/189369948X.01.LZZZZZZZ.jpg"
"1893699501";"Missouri Madhouse (American Chillers)";"Johnathan Rand";"2003";"Audio Craft Press";"http://images.amazon.com/images/P/1893699501.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1893699501.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1893699501.01.LZZZZZZZ.jpg"
"1893699560";"Dangerous Dolls of Delaware (American Chillers)";"Johnathan Rand";"2003";"Audio Craft Pr Inc";"http://images.amazon.com/images/P/1893699560.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1893699560.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1893699560.01.LZZZZZZZ.jpg"
"0140375376";"Escape from Egypt: A Novel";"Sonia Levitin";"1996";"Puffin Books";"http://images.amazon.com/images/P/0140375376.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140375376.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140375376.01.LZZZZZZZ.jpg"
"0226751260";"The Jack-Roller: A Delinquent Boy's Own Story (Phoenix Books)";"Clifford R. Shaw";"1966";"University of Chicago Press";"http://images.amazon.com/images/P/0226751260.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0226751260.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0226751260.01.LZZZZZZZ.jpg"
"0553211994";"The Jungle Books and Just So Stories";"Kipling Rudyard";"1986";"Bantam Classics";"http://images.amazon.com/images/P/0553211994.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553211994.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553211994.01.LZZZZZZZ.jpg"
"0553271202";"The Mind of Mr. Mosley";"John Greenwood";"1988";"Bantam Books";"http://images.amazon.com/images/P/0553271202.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553271202.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553271202.01.LZZZZZZZ.jpg"
"0590442015";"Mama, I Want to Sing";"Vy Higginsen";"1992";"Scholastic";"http://images.amazon.com/images/P/0590442015.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590442015.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0590442015.01.LZZZZZZZ.jpg"
"067975475X";"Skinned Alive: Stories";"Edmund White";"1996";"Vintage Books USA";"http://images.amazon.com/images/P/067975475X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067975475X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067975475X.01.LZZZZZZZ.jpg"
"0792703103";"The Hawk of Venice (Atlantic Large Print)";"Sally Wentworth";"1990";"Chivers North Amer";"http://images.amazon.com/images/P/0792703103.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0792703103.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0792703103.01.LZZZZZZZ.jpg"
"0801042615";"Reservoir Road Adventure (Voyager Ser)";"Erna M. Holyer";"1982";"Baker Pub Group";"http://images.amazon.com/images/P/0801042615.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0801042615.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0801042615.01.LZZZZZZZ.jpg"
"0803267177";"Wigwam Evenings: Sioux Folk Tales Retold";"Charles A. Eastman";"1990";"University of Nebraska Press";"http://images.amazon.com/images/P/0803267177.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0803267177.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0803267177.01.LZZZZZZZ.jpg"
"0843101083";"Off-The-Wall (Mad Libs, No. 6)";"Roger Price";"1970";"Price Stern Sloan";"http://images.amazon.com/images/P/0843101083.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0843101083.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0843101083.01.LZZZZZZZ.jpg"
"0875346235";"The Dream Violin and Other Stories of Families Around the World";"Highlights for Children";"2003";"Boyds Mills Press";"http://images.amazon.com/images/P/0875346235.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0875346235.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0875346235.01.LZZZZZZZ.jpg"
"0898860792";"Cross-country skiing";"Ned Gillette";"1983";"Mountaineers";"http://images.amazon.com/images/P/0898860792.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0898860792.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0898860792.01.LZZZZZZZ.jpg"
"0375804072";"There Comes a Time : The Struggle for Civil Rights (Landmark Books)";"MILTON MELTZER";"2001";"Random House Books for Young Readers";"http://images.amazon.com/images/P/0375804072.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375804072.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375804072.01.LZZZZZZZ.jpg"
"0753506440";"Death Cults: Murder, Mayhem and Mind Control (True Crime Series)";"Jack Sargeant";"2002";"Virgin Publishing";"http://images.amazon.com/images/P/0753506440.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0753506440.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0753506440.01.LZZZZZZZ.jpg"
"1843096595";"Papercrafts and Origami";"Lucy Painter";"2002";"Hermes House";"http://images.amazon.com/images/P/1843096595.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1843096595.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1843096595.01.LZZZZZZZ.jpg"
"0441166210";"The Dragon Hoard (Magic Quest, #6)";"Tanith Lee";"1984";"Tempo";"http://images.amazon.com/images/P/0441166210.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0441166210.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0441166210.01.LZZZZZZZ.jpg"
"0395611563";"Walking With the Great Apes: Jane Goodall, Dian Fossey, Birute Galdikas";"Sy Montgomery";"1992";"Mariner Books";"http://images.amazon.com/images/P/0395611563.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395611563.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395611563.01.LZZZZZZZ.jpg"
"1557100349";"Benedict Arnold: Patriot and Traitor";"Willard Sterne Randall";"1990";"Harpercollins";"http://images.amazon.com/images/P/1557100349.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1557100349.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1557100349.01.LZZZZZZZ.jpg"
"0062554905";"The color of light: Meditations for all of us living with AIDS (The Hazelden meditation series)";"Perry Tilleraas";"1988";"Harper &amp; Row";"http://images.amazon.com/images/P/0062554905.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0062554905.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0062554905.01.LZZZZZZZ.jpg"
"0304329045";"How Can You Write a Poem When You Are Dying of Aids? (Cassell Lesbian and Gay Studies)";"John Harold";"1994";"Cassell";"http://images.amazon.com/images/P/0304329045.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0304329045.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0304329045.01.LZZZZZZZ.jpg"
"0671015885";"Star Trek: First Contact (Star Trek)";"J.M. Dillard";"1997";"Simon &amp; Schuster (Trade Division)";"http://images.amazon.com/images/P/0671015885.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671015885.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671015885.01.LZZZZZZZ.jpg"
"1555831141";"Chrome";"George Nadar";"1987";"Carrier Pigeon";"http://images.amazon.com/images/P/1555831141.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1555831141.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1555831141.01.LZZZZZZZ.jpg"
"1563332442";"Two Thousand Sixty-Nine: A Science Fiction Trilogy";"Larry Townsend";"1995";"Badboy";"http://images.amazon.com/images/P/1563332442.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1563332442.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1563332442.01.LZZZZZZZ.jpg"
"1902852036";"All the Queen's Men";"Nick Elwood";"1999";"Gay Men's Press";"http://images.amazon.com/images/P/1902852036.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1902852036.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1902852036.01.LZZZZZZZ.jpg"
"0441011799";"Singularity Sky";"Charles Stross";"2004";"Ace";"http://images.amazon.com/images/P/0441011799.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0441011799.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0441011799.01.LZZZZZZZ.jpg"
"359610601X";"Der gelbe Stern: Die Judenvernichtung in Europa, 1933-1945 (Geschichte Fischer)";"Gerhard Schoenberner";"1991";"Fischer";"http://images.amazon.com/images/P/359610601X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/359610601X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/359610601X.01.LZZZZZZZ.jpg"
"0375415343";"A Whistling Woman";"A.S. BYATT";"2002";"Knopf";"http://images.amazon.com/images/P/0375415343.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375415343.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375415343.01.LZZZZZZZ.jpg"
"3404204433";"Am Ende des Regenbogens.";"Alan Dean Foster";"2002";"LÃ?Â¼bbe";"http://images.amazon.com/images/P/3404204433.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3404204433.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3404204433.01.LZZZZZZZ.jpg"
"3462017942";"Die Massenpsychologie des Faschismus.";"Wilhelm Reich";"1986";"Kiepenheuer &amp; Witsch";"http://images.amazon.com/images/P/3462017942.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3462017942.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3462017942.01.LZZZZZZZ.jpg"
"3453047192";"Die amerikanische Zumutung: PlÃ¤doyers gegen das Land des real existierende Kapitalismus (Heyne Sachbuch)";"Rolf Winter";"1990";"W. Heyne";"http://images.amazon.com/images/P/3453047192.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453047192.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453047192.01.LZZZZZZZ.jpg"
"9813056398";"Broken Mirror : True Stories About Drug Abuse";"Dawn Tan";"2000";"Angsana Books";"http://images.amazon.com/images/P/9813056398.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/9813056398.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/9813056398.01.LZZZZZZZ.jpg"
"000637610X";"You Got an Ology";"Maureen Lipman";"1990";"HarperCollins Publishers";"http://images.amazon.com/images/P/000637610X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/000637610X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/000637610X.01.LZZZZZZZ.jpg"
"0878576568";"Biopotency: A Guide in Sexual Success";"Ricard Berger";"1987";"St Martins Pr";"http://images.amazon.com/images/P/0878576568.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0878576568.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0878576568.01.LZZZZZZZ.jpg"
"0747204020";"Illustrated Encyclopedia of Cacti";"Glass Charles";"1991";"Headline";"http://images.amazon.com/images/P/0747204020.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0747204020.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0747204020.01.LZZZZZZZ.jpg"
"0070542023";"Basic Scientific Subroutines";"Fred Ruckdeschel";"1981";"Byte Books";"http://images.amazon.com/images/P/0070542023.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0070542023.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0070542023.01.LZZZZZZZ.jpg"
"0070704309";"Electronic filter design handbook";"Arthur Bernard Williams";"1981";"McGraw-Hill";"http://images.amazon.com/images/P/0070704309.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0070704309.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0070704309.01.LZZZZZZZ.jpg"
"0471915645";"Introductory Digital Signal Processing with Computer Applications";"Paul A. Lynn";"1989";"John Wiley &amp; Sons";"http://images.amazon.com/images/P/0471915645.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0471915645.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0471915645.01.LZZZZZZZ.jpg"
"8420614556";"Lewis Carroll: A Traves Del Espejo Y Lo Que Alicia En Contro Al Otro Lado/Lewis Carroll:  Through the Looking Glass and What Alice Found There";"Lewis Carroll";"1986";"Lectorum Pubns (Adult)";"http://images.amazon.com/images/P/8420614556.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8420614556.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8420614556.01.LZZZZZZZ.jpg"
"3320016822";"Urteil ohne Prozess: Margot Honecker gegen Ossietzky-SchÃ¼ler";"JÃ¶rn Kalkbrenner";"1990";"Dietz";"http://images.amazon.com/images/P/3320016822.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3320016822.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3320016822.01.LZZZZZZZ.jpg"
"3423200944";"Hokuspokus, liebe mich. Und fÃ?Â¼nfzig andere Zauberrituale.";"Helen Glisic";"1997";"Dtv";"http://images.amazon.com/images/P/3423200944.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3423200944.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3423200944.01.LZZZZZZZ.jpg"
"3453065123";"Ich war Hitlerjunge Salomon. ( erlebt und erfahren).";"Sally Perel";"1993";"Heyne";"http://images.amazon.com/images/P/3453065123.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453065123.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453065123.01.LZZZZZZZ.jpg"
"3525335423";"Das Deutsche Kaiserreich 1871-1918.";"Hans-Ulrich Wehler";"1994";"Vandenhoeck &amp; Ruprecht";"http://images.amazon.com/images/P/3525335423.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3525335423.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3525335423.01.LZZZZZZZ.jpg"
"3548740146";"Wicca. Eine EinfÃ?Â¼hrung in weiÃ?Â?e Magie.";"Scott Cunningham";"2001";"Ullstein TB-Vlg., B.";"http://images.amazon.com/images/P/3548740146.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3548740146.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3548740146.01.LZZZZZZZ.jpg"
"381440176X";"Ein Fall fÃ?Â¼r TKKG, Bd.50, Sklaven fÃ?Â¼r Wutawia";"Stefan Wolf";"1989";"Pelikan";"http://images.amazon.com/images/P/381440176X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/381440176X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/381440176X.01.LZZZZZZZ.jpg"
"3893312307";"Die Vereinten Nationen: Zwischen Anspruch und Wirklichkeit";"GÃ¼nther Unser";"1995";"Bundeszentrale fÃ¼r Politische Bildung";"http://images.amazon.com/images/P/3893312307.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3893312307.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3893312307.01.LZZZZZZZ.jpg"
"0971854823";"The Female Power Within: A Guide to Living a Gentler, More Meaningful Life";"Marilyn Graman";"2002";"Life Works Books";"http://images.amazon.com/images/P/0971854823.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0971854823.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0971854823.01.LZZZZZZZ.jpg"
"0316640786";"Christie's Collectables: Blue and White China (Christie's Collectables)";"Paul Tippett";"1997";"Time Warner Books UK";"http://images.amazon.com/images/P/0316640786.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316640786.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316640786.01.LZZZZZZZ.jpg"
"3257217323";"Schmatz. Oder Die Sackgasse.";"Hans Werner Kettenbach";"2003";"Diogenes Verlag";"http://images.amazon.com/images/P/3257217323.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3257217323.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3257217323.01.LZZZZZZZ.jpg"
"3596156904";"Amok.";"Emmanuel Carrere";"2003";"Fischer (Tb.), Frankfurt";"http://images.amazon.com/images/P/3596156904.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3596156904.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3596156904.01.LZZZZZZZ.jpg"
"1874166633";"Introducing Nietzsche (Foundations in Children's Ministry)";"Laurence Gane";"1998";"Natl Book Network";"http://images.amazon.com/images/P/1874166633.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1874166633.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1874166633.01.LZZZZZZZ.jpg"
"0130897930";"Core Web Programming (2nd Edition)";"Marty Hall";"2001";"Prentice Hall PTR";"http://images.amazon.com/images/P/0130897930.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0130897930.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0130897930.01.LZZZZZZZ.jpg"
"020130998X";"The Unified Modeling Language Reference Manual (Addison-Wesley Object Technology Series)";"James Rumbaugh";"1998";"Addison-Wesley Professional";"http://images.amazon.com/images/P/020130998X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/020130998X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/020130998X.01.LZZZZZZZ.jpg"
"2268032019";"Petite histoire de la dÃ?Â©sinformation";"Vladimir Volkoff";"1999";"Editions du Rocher";"http://images.amazon.com/images/P/2268032019.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/2268032019.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/2268032019.01.LZZZZZZZ.jpg"
